line_num,color_patch,cie_lstar,cie_astar,cie_bstar,rank,inhull,numhulls,dist0,dist1,dist2
1382,PANTONE 2426 C,46.69,-62.16,37.61,0.0,False,0,2.11096961415,62.1951444556,62.4219638458
1410,PANTONE 2286 C,72.8,-50.2,74.35,0.0,False,0,1.07449500957,37.0538122195,58.9176496794
1411,PANTONE 2287 C,69.22,-56.95,69.93,0.0,False,0,2.88657655698,45.0320893849,65.7516340846
1299,PANTONE 3435 C,22.97,-22.34,5.24,0.0,False,0,1.66049872276,11.9498501355,19.8666409198
1504,PANTONE 394 C,90.41,-12.34,80.25,0.0,False,0,0.346353003104,12.3416774372,23.9590666044
1505,PANTONE 395 C,89.9,-13.13,84.96,0.0,False,0,0.350474884564,12.8429824615,25.2427746834
1507,PANTONE 397 C,72.3,-9.03,83.79,0.0,False,0,3.85846584183,8.65451122005,19.6386965371
1574,PANTONE 2324 C,66.78,1.74,16.68,0.0,False,0,1.9238382663,1.93485477337,6.53056416865
1575,PANTONE 2325 C,59.34,2.51,16.2,0.0,False,0,0.64300100654,1.80062643286,8.2342266879
1576,PANTONE 2326 C,53.38,1.86,16.06,0.0,False,0,0.91350953006,1.04199974844,8.31777260682
1577,PANTONE 2327 C,49.84,-0.11,18.3,0.0,False,0,1.51234310854,1.99589367439,6.3325262811
1580,PANTONE 454 C,76.13,-3.32,17.57,0.0,False,0,0.358701850786,1.51554120927,7.45526997912
1581,PANTONE 453 C,73.08,-3.24,19.09,0.0,False,0,0.460108043237,2.32320249354,6.79340520413
